-nan	-nan	-nan	-nan	-nan	-nan
0.00000009536743359	0.00000000000000195	0.00000000000000195	0.00000009536742969	0.00000000000000195	0.00000009536743359
0.00000000000000071	0.00000000000000071	0.00000000000000071	0.00000009536743235	0.00000000000000071	0.00000019073486257
0.00000012715657031	0.00000006357828255	0.00000012715657031	0.00000006357828255	0.00000012715657031	0.00000006357829297
0.00000009536742418	0.00000009536743910	0.00000009536742418	0.00000019073487074	0.00000009536742418	0.00000000000000746
0.00000007629395412	0.00000015258788181	0.00000000000000881	0.00000015258788181	0.00000007629393650	0.00000007629395412
0.00000006357827805	0.00000012715656581	0.00000012715656581	0.00000006357829747	0.00000006357829747	0.00000006357829747
0.00000010899134618	0.00000021798270516	0.00000021798269663	0.00000010899135471	0.00000021798270516	0.00000000000000426
0.00000019073486666	0.00000009536742827	0.00000009536742827	0.00000009536742827	0.00000000000000338	0.00000000000000338
0.00000008477105966	0.00000025431316036	0.00000000000000932	0.00000008477104103	0.00000016954211001	0.00000008477105966
0.00000015258790469	0.00000015258787656	0.00000007629393124	0.00000030517579532	0.00000015258790469	0.00000015258790469
0.00000000000001796	0.00000006935815006	0.00000000000001796	0.00000013871624625	0.00000013871628216	0.00000013871628216
0.00000012715659672	0.00000019073488448	0.00000012715659672	0.00000000000002120	0.00000000000002120	0.00000012715655432
0.00000011737532431	0.00000023475057713	0.00000011737527665	0.00000011737527665	0.00000023475057713	0.00000011737527665
0.00000021798272708	0.00000000000002619	0.00000000000002619	0.00000000000002619	0.00000032697407753	0.00000021798267470
0.00000000000002823	0.00000030517580948	0.00000000000002823	0.00000030517575302	0.00000010172523218	0.00000010172528865
0.00000009536746166	0.00000028610226490	0.00000000000003002	0.00000009536746166	0.00000019073483326	0.00000000000003002
0.00000008975761432	0.00000000000003160	0.00000017951519704	0.00000000000003160	0.00000017951519704	0.00000017951519704
0.00000000000003300	0.00000008477101735	0.00000008477101735	0.00000008477108335	0.00000016954213370	0.00000000000003300
0.00000008030938186	0.00000000000003426	0.00000024092828261	0.00000000000003426	0.00000000000003426	0.00000016061886649
0.00000015258792601	0.00000000000003539	0.00000007629398070	0.00000007629398070	0.00000007629390993	0.00000000000003539
0.00000007266086389	0.00000014532183700	0.00000000000003641	0.00000021798266449	0.00000000000003641	0.00000021798273730
0.00000013871630154	0.00000000000003734	0.00000000000003734	0.00000000000003734	0.00000006935809477	0.00000000000003734
0.00000006634259933	0.00000006634259933	0.00000000000003818	0.00000000000003818	0.00000013268516047	0.00000006634259933
0.00000025431319000	0.00000012715653656	0.00000012715653656	0.00000012715653656	0.00000012715661448	0.00000006357832672
0.00000006103511657	0.00000012207035218	0.00000012207027282	0.00000012207035218	0.00000006103519593	0.00000012207035218
0.00000023475063704	0.00000011737526441	0.00000000000003607	0.00000023475063704	0.00000000000003607	0.00000011737526441
0.00000011302809345	0.00000000000002632	0.00000000000002632	0.00000022605610794	0.00000022605616058	0.00000022605610794
0.00000021798268364	0.00000032697403408	0.00000021798271815	0.00000032697406860	0.00000000000001726	0.00000010899136770
0.00000000000000882	0.00000010523303684	0.00000000000000882	0.00000021046606486	0.00000021046606486	0.00000000000000882
0.00000010172526136	0.00000010172526136	0.00000020345051989	0.00000010172525947	0.00000020345052178	0.00000040690104261
0.00000009844379399	0.00000000000000642	0.00000009844380682	0.00000009844380682	0.00000000000000642	0.00000009844379399
0.00000009536741832	0.00000028610228160	0.00000000000001332	0.00000000000001332	0.00000009536744496	0.00000000000001332
0.00000018495499913	0.00000000000001981	0.00000000000001981	0.00000009247748966	0.00000000000001981	0.00000009247748966
0.00000000000002591	0.00000017951513953	0.00000008975755681	0.00000008975755681	0.00000000000002591	0.00000000000002591
0.00000017438619238	0.00000000000003167	0.00000008719311203	0.00000000000003167	0.00000017438619238	0.00000000000003167
0.00000008477108745	0.00000008477101324	0.00000008477108745	0.00000008477101324	0.00000008477108745	0.00000008477101324
0.00000000000004225	0.00000008247989863	0.00000016495983951	0.00000016495992401	0.00000008247989863	0.00000016495983951
0.00000008030936900	0.00000008030936900	0.00000008030936900	0.00000008030946324	0.00000008030936900	0.00000000000004712
0.00000007825014858	0.00000007825025206	0.00000000000005174	0.00000007825025206	0.00000007825025206	0.00000023475054922
0.00000007629400145	0.00000007629400145	0.00000007629400145	0.00000000000005613	0.00000000000005613	0.00000000000005613
0.00000007443305707	0.00000000000006031	0.00000014886629507	0.00000014886617445	0.00000014886617445	0.00000000000006031
0.00000000000006429	0.00000014532173631	0.00000007266096458	0.00000007266083601	0.00000007266083601	0.00000029064366548
0.00000014194229192	0.00000000000006808	0.00000000000006808	0.00000000000006808	0.00000000000006808	0.00000014194229192
0.00000006935820380	0.00000000000007170	0.00000000000007170	0.00000020807432461	0.00000013871619250	0.00000000000007170
0.00000000000007516	0.00000013563360540	0.00000013563360540	0.00000013563375572	0.00000020345044567	0.00000013563360540
0.00000013268504381	0.00000013268520075	0.00000006634248267	0.00000000000007847	0.00000000000007847	0.00000006634248267
0.00000006493109892	0.00000019479313350	0.00000000000008164	0.00000000000008164	0.00000006493093565	0.00000012986211621
0.00000000000008467	0.00000006357837243	0.00000012715649085	0.00000006357837243	0.00000006357820309	0.00000000000008467
0.00000000000008759	0.00000006228085927	0.00000006228068410	0.00000000000008759	0.00000000000008759	0.00000000000008759
0.00000000000009038	0.00000006103524663	0.00000012207022212	0.00000012207040288	0.00000018310537837	0.00000012207022212
0.00000017951507237	0.00000005983829541	0.00000023935346085	0.00000011967668389	0.00000011967687003	0.00000005983829541
0.00000000000009554	0.00000011737520494	0.00000000000009554	0.00000011737520494	0.00000023475069650	0.00000023475069650
0.00000000000009803	0.00000023032144237	0.00000023032144237	0.00000034548191848	0.00000023032144237	0.00000011516057414
0.00000022605603384	0.00000022605603384	0.00000033908410097	0.00000011302796671	0.00000011302796671	0.00000000000010042
0.00000011097290863	0.00000022194612546	0.00000000000010273	0.00000022194612546	0.00000022194612546	0.00000033291893136
0.00000000000010496	0.00000000000010496	0.00000010899145540	0.00000000000010496	0.00000010899145540	0.00000032697394638
0.00000010707911439	0.00000032123777158	0.00000010707932860	0.00000000000010710	0.00000021415855009	0.00000000000010710
0.00000042093200289	0.00000031569897487	0.00000010523291884	0.00000021046616521	0.00000010523313720	0.00000031569897487
0.00000031034836330	0.00000020689894593	0.00000010344952855	0.00000010344930619	0.00000000000011118	0.00000000000011118
0.00000020345040771	0.00000010172537354	0.00000000000011312	0.00000010172514730	0.00000020345040771	0.00000020345040771
0.00000030017278460	0.00000010005774819	0.00000010005774819	0.00000000000011499	0.00000010005774819	0.00000010005751821
0.00000009844368360	0.00000000000011680	0.00000000000011680	0.00000019688748400	0.00000000000011680	0.00000019688748400
0.00000029064348263	0.00000000000011856	0.00000029064371975	0.00000009688108184	0.00000029064348263	0.00000009688131896
0.00000009536755190	0.00000028610241518	0.00000000000012026	0.00000009536755190	0.00000009536731138	0.00000028610217466
0.00000000000012191	0.00000018780035886	0.00000000000012191	0.00000037560083963	0.00000009390011848	0.00000009390036229
0.00000000000012351	0.00000009247738596	0.00000000000012351	0.00000009247763297	0.00000009247738596	0.00000018495514244
0.00000009109712308	0.00000027329186946	0.00000009109737319	0.00000009109712308	0.00000009109737319	0.00000009109737319
0.00000008975745616	0.00000017951529200	0.00000026927287472	0.00000008975770928	0.00000008975770928	0.00000008975770928
0.00000000000012802	0.00000017691362440	0.00000017691362440	0.00000017691336836	0.00000017691362440	0.00000008845662017
0.00000008719320980	0.00000008719295092	0.00000017438629015	0.00000034877219199	0.00000026157937051	0.00000008719320980
0.00000008596513962	0.00000008596487798	0.00000008596513962	0.00000008596487798	0.00000008596513962	0.00000000000013082
0.00000000000013216	0.00000016954196853	0.00000000000013216	0.00000008477118251	0.00000016954223286	0.00000000000013216
0.00000016721973963	0.00000016721973963	0.00000016721973963	0.00000025082927578	0.00000008360993655	0.00000000000013347
0.00000016495974702	0.00000000000013473	0.00000008248007561	0.00000016496001649	0.00000016496001649	0.00000008247980614
0.00000032552069736	0.00000008138007236	0.00000024414048903	0.00000016276028070	0.00000008138034430	0.00000008138007236
0.00000016061896941	0.00000024092811118	0.00000024092838553	0.00000024092811118	0.00000016061869506	0.00000000000013717
0.00000007926657503	0.00000000000013834	0.00000000000013834	0.00000007926629834	0.00000000000013834	0.00000007926629834
0.00000007825006084	0.00000007825006084	0.00000023475046148	0.00000015650054013	0.00000000000013949	0.00000007825006084
0.00000007725955086	0.00000007725955086	0.00000007725983205	0.00000015451952351	0.00000007725983205	0.00000015451952351
0.00000015258803231	0.00000007629408699	0.00000007629408699	0.00000007629408699	0.00000007629380363	0.00000038146958488
0.00000000000014274	0.00000022605599152	0.00000015070423225	0.00000015070423225	0.00000007535218749	0.00000015070394677
0.00000007443326115	0.00000000000014377	0.00000007443326115	0.00000014886637853	0.00000014886609098	0.00000007443297361
0.00000007353647761	0.00000014707252088	0.00000022060885371	0.00000007353618805	0.00000014707281044	0.00000000000014478
0.00000007266075453	0.00000007266075453	0.00000007266104606	0.00000014532165483	0.00000029064374695	0.00000007266075453
