-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan
0.00000023841857910	0.00000000000000000	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000000000000000	0.00000005960464478	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000005960464478	0.00000000000000000	0.00000005960464478	0.00000011920928955	0.00000000000000000	0.00000011920928955	0.00000005960464478	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000005960464478	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000011920928955	0.00000011920928955	0.00000011920928955	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000011920928955	0.00000011920928955	0.00000000000000000	0.00000005960464478	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000011920928955	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000005960464478	0.00000000000000000	0.00000000000000000	0.00000005960464478
0.00000005960464466	0.00000011920928944	0.00000011920928966	0.00000005960464466	0.00000000000000011	0.00000011920928966	0.00000011920928966	0.00000000000000011	0.00000005960464466	0.00000005960464466	0.00000005960464466	0.00000005960464466	0.00000011920928966	0.00000011920928966	0.00000011920928966	0.00000011920928966	0.00000011920928966	0.00000005960464466	0.00000005960464466	0.00000011920928966	0.00000011920928966	0.00000000000000011	0.00000011920928966	0.00000005960464466	0.00000011920928966	0.00000011920928966	0.00000011920928966	0.00000005960464466	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000011920928966	0.00000000000000011	0.00000011920928966	0.00000005960464466	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000005960464466	0.00000011920928966	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000000000000011	0.00000023841857921	0.00000011920928966	0.00000000000000011	0.00000000000000011
0.00000000000000015	0.00000000000000015	0.00000015894571955	0.00000000000000015	0.00000007947285985	0.00000007947285985	0.00000000000000015	0.00000007947285985	0.00000015894571925	0.00000015894571955	0.00000015894571925	0.00000000000000015	0.00000000000000015	0.00000000000000015	0.00000007947285985	0.00000007947285985	0.00000007947285955	0.00000000000000015	0.00000007947285955	0.00000000000000015	0.00000000000000015	0.00000000000000015	0.00000000000000015	0.00000007947285955	0.00000007947285955	0.00000007947285985	0.00000015894571925	0.00000007947285955	0.00000007947285985	0.00000007947285955	0.00000007947285955	0.00000007947285985	0.00000007947285985	0.00000023841857895	0.00000000000000015	0.00000007947285985	0.00000007947285985	0.00000007947285985	0.00000007947285955	0.00000000000000015	0.00000000000000015	0.00000007947285985	0.00000015894571955	0.00000000000000015	0.00000007947285985	0.00000015894571925	0.00000000000000015	0.00000007947285985	0.00000007947285985	0.00000007947285955
0.00000005960464500	0.00000011920928977	0.00000011920928933	0.00000000000000022	0.00000011920928977	0.00000023841857888	0.00000011920928933	0.00000011920928977	0.00000011920928933	0.00000000000000022	0.00000000000000022	0.00000011920928933	0.00000005960464500	0.00000000000000022	0.00000000000000022	0.00000011920928977	0.00000011920928933	0.00000011920928977	0.00000011920928933	0.00000011920928933	0.00000005960464500	0.00000000000000022	0.00000000000000022	0.00000011920928933	0.00000011920928933	0.00000011920928933	0.00000000000000022	0.00000000000000022	0.00000011920928977	0.00000000000000022	0.00000000000000022	0.00000011920928977	0.00000000000000022	0.00000011920928933	0.00000005960464500	0.00000011920928933	0.00000000000000022	0.00000011920928933	0.00000011920928933	0.00000011920928933	0.00000005960464500	0.00000017881393455	0.00000011920928977	0.00000011920928933	0.00000000000000022	0.00000011920928933	0.00000011920928933	0.00000005960464500	0.00000011920928933	0.00000011920928933
0.00000000000000036	0.00000009536743200	0.00000009536743200	0.00000019073486293	0.00000009536743129	0.00000009536743200	0.00000009536743200	0.00000009536743129	0.00000009536743200	0.00000000000000036	0.00000009536743129	0.00000019073486293	0.00000000000000036	0.00000009536743200	0.00000019073486293	0.00000000000000036	0.00000009536743129	0.00000000000000036	0.00000009536743129	0.00000019073486293	0.00000000000000036	0.00000019073486293	0.00000009536743129	0.00000009536743200	0.00000019073486293	0.00000000000000036	0.00000000000000036	0.00000000000000036	0.00000000000000036	0.00000009536743129	0.00000000000000036	0.00000009536743200	0.00000009536743129	0.00000009536743129	0.00000000000000036	0.00000019073486293	0.00000009536743200	0.00000000000000036	0.00000019073486364	0.00000009536743129	0.00000009536743129	0.00000000000000036	0.00000009536743129	0.00000009536743129	0.00000019073486364	0.00000019073486293	0.00000009536743129	0.00000000000000036	0.00000000000000036	0.00000019073486293
0.00000007947286014	0.00000031789143925	0.00000015894571985	0.00000007947285926	0.00000007947285926	0.00000015894571896	0.00000007947285926	0.00000015894571896	0.00000015894571896	0.00000023841857866	0.00000007947286014	0.00000015894571985	0.00000015894571896	0.00000000000000044	0.00000007947285926	0.00000000000000044	0.00000023841857866	0.00000007947285926	0.00000007947286014	0.00000015894571896	0.00000015894571985	0.00000000000000044	0.00000023841857866	0.00000023841857866	0.00000007947286014	0.00000007947285926	0.00000023841857866	0.00000000000000044	0.00000000000000044	0.00000000000000044	0.00000000000000044	0.00000023841857955	0.00000007947285926	0.00000023841857866	0.00000000000000044	0.00000015894571985	0.00000015894571896	0.00000007947286014	0.00000000000000044	0.00000015894571896	0.00000007947285926	0.00000015894571985	0.00000007947286014	0.00000023841857866	0.00000007947286014	0.00000007947286014	0.00000007947286014	0.00000000000000044	0.00000007947285926	0.00000000000000044
0.00000006811959352	0.00000006811959352	0.00000006811959454	0.00000006811959454	0.00000006811959352	0.00000000000000051	0.00000013623918755	0.00000020435878158	0.00000006811959454	0.00000027247837561	0.00000006811959352	0.00000020435878158	0.00000006811959454	0.00000013623918755	0.00000006811959352	0.00000027247837662	0.00000006811959454	0.00000013623918857	0.00000006811959352	0.00000006811959352	0.00000000000000051	0.00000000000000051	0.00000020435878259	0.00000000000000051	0.00000006811959454	0.00000006811959454	0.00000013623918755	0.00000013623918857	0.00000034059796964	0.00000020435878158	0.00000000000000051	0.00000020435878158	0.00000006811959352	0.00000013623918857	0.00000027247837662	0.00000013623918857	0.00000034059797065	0.00000000000000051	0.00000006811959454	0.00000027247837561	0.00000047683715770	0.00000000000000051	0.00000027247837662	0.00000006811959454	0.00000040871756367	0.00000006811959454	0.00000006811959352	0.00000006811959352	0.00000006811959454	0.00000006811959454
0.00000000000000044	0.00000005960464522	0.00000017881393477	0.00000011920928911	0.00000017881393477	0.00000011920928911	0.00000000000000044	0.00000000000000044	0.00000035762786821	0.00000005960464522	0.00000011920928911	0.00000000000000044	0.00000005960464522	0.00000011920928911	0.00000011920928999	0.00000023841857866	0.00000011920928911	0.00000011920928999	0.00000023841857866	0.00000011920928911	0.00000017881393477	0.00000005960464522	0.00000011920928911	0.00000023841857955	0.00000023841857866	0.00000000000000044	0.00000005960464522	0.00000017881393477	0.00000000000000044	0.00000023841857866	0.00000005960464522	0.00000000000000044	0.00000023841857866	0.00000011920928999	0.00000017881393477	0.00000011920928911	0.00000011920928911	0.00000000000000044	0.00000011920928911	0.00000005960464522	0.00000005960464522	0.00000011920928911	0.00000011920928911	0.00000000000000044	0.00000005960464522	0.00000000000000044	0.00000000000000044	0.00000011920928911	0.00000005960464522	0.00000047683715776
0.00000010596381293	0.00000000000000000	0.00000000000000000	0.00000021192762587	0.00000021192762587	0.00000010596381293	0.00000031789143880	0.00000031789143880	0.00000010596381293	0.00000010596381293	0.00000000000000000	0.00000010596381293	0.00000042385525174	0.00000010596381293	0.00000010596381293	0.00000010596381293	0.00000010596381293	0.00000010596381293	0.00000021192762587	0.00000031789143880	0.00000010596381293	0.00000010596381293	0.00000000000000000	0.00000021192762587	0.00000000000000000	0.00000010596381293	0.00000000000000000	0.00000021192762587	0.00000010596381293	0.00000031789143880	0.00000000000000000	0.00000010596381293	0.00000042385525174	0.00000021192762587	0.00000021192762587	0.00000010596381293	0.00000031789143880	0.00000000000000000	0.00000010596381293	0.00000010596381293	0.00000021192762587	0.00000021192762587	0.00000021192762587	0.00000010596381293	0.00000010596381293	0.00000000000000000	0.00000010596381293	0.00000000000000000	0.00000010596381293	0.00000031789143880
0.00000028610229528	0.00000009536743129	0.00000009536743200	0.00000028610229528	0.00000028610229457	0.00000028610229457	0.00000000000000036	0.00000009536743200	0.00000009536743200	0.00000019073486293	0.00000009536743129	0.00000000000000036	0.00000028610229457	0.00000028610229457	0.00000028610229528	0.00000009536743129	0.00000009536743129	0.00000009536743200	0.00000019073486293	0.00000047683715785	0.00000009536743200	0.00000019073486364	0.00000028610229457	0.00000047683715785	0.00000019073486293	0.00000009536743129	0.00000009536743200	0.00000000000000036	0.00000009536743129	0.00000000000000036	0.00000009536743200	0.00000009536743200	0.00000019073486293	0.00000000000000036	0.00000028610229457	0.00000009536743129	0.00000009536743129	0.00000028610229457	0.00000028610229457	0.00000009536743200	0.00000009536743200	0.00000019073486364	0.00000000000000036	0.00000009536743129	0.00000028610229528	0.00000000000000036	0.00000019073486364	0.00000009536743129	0.00000009536743200	0.00000000000000036
