-nan	-nan	-nan	-nan	-nan	-nan
0.00000009536743359	0.00000028610229297	0.00000019073486524	0.00000038146972852	0.00000028610229688	0.00000009536742969
0.00000047683715749	0.00000019073486399	0.00000057220458913	0.00000028610229563	0.00000028610229421	0.00000028610229421
0.00000006357828255	0.00000044504801953	0.00000019073485807	0.00000025431315625	0.00000025431315625	0.00000000000000521
0.00000095367430895	0.00000019073485582	0.00000085830689223	0.00000038146973402	0.00000038146973402	0.00000038146973402
0.00000083923338963	0.00000053405762600	0.00000076293946194	0.00000030517579006	0.00000038146971775	0.00000068664549900
0.00000063578288731	0.00000038146971685	0.00000006357829747	0.00000114440918940	0.00000006357827805	0.00000082651775060
0.00000021798269663	0.00000010899135471	0.00000043596539752	0.00000032697405560	0.00000032697404708	0.00000098092215828
0.00000047683716158	0.00000095367431978	0.00000038146972994	0.00000028610229830	0.00000076293945650	0.00000019073485991
0.00000025431314173	0.00000067816839346	0.00000016954209138	0.00000025431314173	0.00000008477105966	0.00000025431314173
0.00000030517579532	0.00000000000001407	0.00000015258790469	0.00000015258790469	0.00000053405763126	0.00000007629395938
0.00000027743254637	0.00000034679064255	0.00000034679064255	0.00000020807437835	0.00000006935811414	0.00000048550690676
0.00000146230063969	0.00000038146970536	0.00000025431312984	0.00000038146974776	0.00000012715659672	0.00000006357826656
0.00000105637768050	0.00000011737532431	0.00000187800483152	0.00000011737527665	0.00000058687652623	0.00000035212592527
0.00000098092212783	0.00000207083563229	0.00000065394812887	0.00000098092218021	0.00000087193077738	0.00000065394812887
0.00000040690101343	0.00000203450523657	0.00000142415361760	0.00000081380205510	0.00000000000002823	0.00000040690101343
0.00000305175784252	0.00000019073483326	0.00000104904177807	0.00000057220455982	0.00000095367428639	0.00000123977664135
0.00000017951513384	0.00000143612135513	0.00000071806063017	0.00000107709096105	0.00000089757585880	0.00000008975755112
0.00000067816843578	0.00000118679473786	0.00000110202368751	0.00000025431318404	0.00000110202362151	0.00000025431311804
0.00000064247536320	0.00000096371295917	0.00000088340361156	0.00000072278477932	0.00000048185653097	0.00000248959186542
0.00000045776363649	0.00000259399410524	0.00000015258785524	0.00000053405758180	0.00000083923343382	0.00000045776370726
0.00000130789616895	0.00000065394813909	0.00000079926986687	0.00000130789616895	0.00000079926993968	0.00000116257436836
0.00000270496718932	0.00000152587886891	0.00000145652073681	0.00000110973015097	0.00000104037201887	0.00000110973007630
0.00000165856399035	0.00000119416606236	0.00000013268516047	0.00000059708308846	0.00000126050869987	0.00000212296199471
0.00000095367427744	0.00000038146968760	0.00000063578291657	0.00000050862634104	0.00000139872236969	0.00000260670983714
0.00000054931644593	0.00000238037105407	0.00000036621097718	0.00000122070316468	0.00000042724605407	0.00000042724613343
0.00000070425176681	0.00000246488134617	0.00000011737533655	0.00000000000003607	0.00000199538007210	0.00000093900236777
0.00000022605610794	0.00000011302804081	0.00000022605616058	0.00000011302809345	0.00000033908417507	0.00000135633677924
0.00000043596541904	0.00000163487027395	0.00000032697406860	0.00000054495673498	0.00000010899136770	0.00000152587888899
0.00000189419449549	0.00000168372843946	0.00000073663120494	0.00000126279632739	0.00000000000000882	0.00000063139815928
0.00000030517578030	0.00000010172525947	0.00000040690104072	0.00000010172525947	0.00000020345052178	0.00000213623046970
0.00000206731980205	0.00000108288181085	0.00000019688759439	0.00000068910659640	0.00000177198840084	0.00000039377519520
0.00000057220457652	0.00000076293946645	0.00000028610228160	0.00000057220457652	0.00000104904176137	0.00000171661378285
0.00000129468511277	0.00000249689273587	0.00000027743250860	0.00000000000001981	0.00000129468511277	0.00000073982009557
0.00000134636376672	0.00000107709101856	0.00000116684854945	0.00000053854547041	0.00000125660618400	0.00000215418195938
0.00000087193077190	0.00000026157920940	0.00000113351001297	0.00000026157927274	0.00000008719311203	0.00000235421320131
0.00000016954213780	0.00000169542104405	0.00000059339738954	0.00000033908423849	0.00000042385521463	0.00000016954206359
0.00000049487960302	0.00000024743986488	0.00000148463889356	0.00000098975924829	0.00000049487960302	0.00000032991980576
0.00000016061887936	0.00000224866360420	0.00000281082951702	0.00000064247528183	0.00000064247537607	0.00000112433187278
0.00000023475065270	0.00000093900235210	0.00000101725255242	0.00000046950125367	0.00000078250205495	0.00000070425175114
0.00000167846674074	0.00000030517583738	0.00000091552739988	0.00000022888177980	0.00000022888189207	0.00000122070306887
0.00000014886617445	0.00000178639487738	0.00000081876423085	0.00000223299346103	0.00000014886629507	0.00000022329929182
0.00000000000006429	0.00000108991356875	0.00000072660893869	0.00000421433215297	0.00000014532173631	0.00000050862623780
0.00000085165341110	0.00000078068216302	0.00000085165327494	0.00000063874007535	0.00000063873993919	0.00000092262438686
0.00000041614872091	0.00000041614872091	0.00000000000007170	0.00000319047414840	0.00000048550699642	0.00000215010202347
0.00000169542108210	0.00000047471795710	0.00000094943583905	0.00000183105476266	0.00000067816832762	0.00000067816847794
0.00000232198956148	0.00000000000007847	0.00000039805528838	0.00000165856410700	0.00000059708312874	0.00000245467484070
0.00000045451703937	0.00000110382737552	0.00000123368924682	0.00000110382721225	0.00000149341347924	0.00000058437923722
0.00000038146964189	0.00000165303556644	0.00000101725251949	0.00000203450529301	0.00000044504809900	0.00000031789152348
0.00000130789611777	0.00000018684222747	0.00000242895000808	0.00000130789629294	0.00000031140377083	0.00000062280780442
0.00000152587881587	0.00000128173819087	0.00000177001962163	0.00000006103506587	0.00000103759774663	0.00000238037118413
0.00000101725269723	0.00000221402046684	0.00000173531317286	0.00000035903023782	0.00000299191933095	0.00000293208094247
0.00000035212580590	0.00000058687659794	0.00000058687659794	0.00000117375310035	0.00000211275550419	0.00000129112840083
0.00000057580345888	0.00000034548191848	0.00000115160662367	0.00000184257065669	0.00000000000009803	0.00000069096413105
0.00000282570157782	0.00000033908430181	0.00000237358951015	0.00000180844917450	0.00000045211216810	0.00000067816850320
0.00000377308248909	0.00000366210927227	0.00000099875699954	0.00000288529839819	0.00000521573163682	0.00000077681097681
0.00000119890495987	0.00000021798259594	0.00000021798280585	0.00000076293934817	0.00000119890474995	0.00000065394820764
0.00000160618821526	0.00000074955444333	0.00000321237675184	0.00000149910920798	0.00000053539600035	0.00000010707911439
0.00000105233017099	0.00000010523313720	0.00000178896136711	0.00000136802925505	0.00000168372833910	0.00000189419461349
0.00000062069661542	0.00000010344930619	0.00000103449406255	0.00000031034836330	0.00000124139289729	0.00000206898823628
0.00000345865896728	0.00000010172537354	0.00000142415375895	0.00000162760405355	0.00000203450509521	0.00000050862618896
0.00000030017301458	0.00000360207468009	0.00000230132544853	0.00000080046118057	0.00000110063408016	0.00000110063408016
0.00000000000011680	0.00000049221911882	0.00000137821332245	0.00000196887612487	0.00000019688748400	0.00000098443788723
0.00000029064371975	0.00000029064348263	0.00000058128708382	0.00000174386172570	0.00000174386148858	0.00000416589149850
0.00000238418567076	0.00000066757214174	0.00000200271618471	0.00000019073498354	0.00000247955334292	0.00000400543224917
0.00000328650829155	0.00000150240372425	0.00000046950132383	0.00000103290276614	0.00000065730180460	0.00000291090757383
0.00000055486493331	0.00000277432540760	0.00000027743265191	0.00000064734268979	0.00000092477497119	0.00000184955031290
0.00000182194508774	0.00000482815427617	0.00000154865309323	0.00000063768086200	0.00000127536159894	0.00000273291756909
0.00000359030343538	0.00000000000012656	0.00000071806078832	0.00000116684870193	0.00000071806078832	0.00000179515178097
0.00000274215906582	0.00000053074061715	0.00000256524556944	0.00000106148110628	0.00000238833207307	0.00000088456760991
0.00000069754451342	0.00000139508941515	0.00000279017844199	0.00000305175768306	0.00000008719320980	0.00000322614384377
0.00000180526531568	0.00000051578992200	0.00000008596513962	0.00000128947500122	0.00000197719507164	0.00000249298512446
0.00000203450534049	0.00000076293958529	0.00000194973402582	0.00000118679457270	0.00000339084214605	0.00000330607109570
0.00000125414717970	0.00000250829422593	0.00000058526848811	0.00000033443907886	0.00000050165868503	0.00000275912336825
0.00000140215912967	0.00000164959895230	0.00000016495974702	0.00000181455856459	0.00000420647711953	0.00000000000013473
0.00000122070298903	0.00000000000013597	0.00000130208319736	0.00000309244778070	0.00000439453138597	0.00000105794257236
0.00000192742584967	0.00000040154721776	0.00000200773526579	0.00000128495079507	0.00000160618818520	0.00000505949335263
0.00000293285829581	0.00000372552238601	0.00000301212445581	0.00000087193094191	0.00000198166077886	0.00000015853301172
0.00000539926396160	0.00000133025326596	0.00000187800466821	0.00000078250214269	0.00000172150426757	0.00000289525727237
0.00000123615492269	0.00000054081769959	0.00000154519368852	0.00000162245337997	0.00000193149214579	0.00000139067430560
0.00000045776353019	0.00000137329115731	0.00000205993638175	0.00000396728501457	0.00000038146958488	0.00000122070326668
0.00000195915302084	0.00000391830618442	0.00000090422467978	0.00000384295442515	0.00000180844921681	0.00000210985739583
0.00000059546479525	0.00000029773232574	0.00000208412714281	0.00000111649661690	0.00000327505730841	0.00000104206349952
0.00000007353647761	0.00000301498979086	0.00000125011780291	0.00000007353647761	0.00000154426313424	0.00000007353647761
0.00000217982715469	0.00000297909705796	0.00000087193065781	0.00000305175795826	0.00000058128734814	0.00000181652236168
0.00000014361227908	0.00000430836411731	0.00000430836382386	0.00000172334573496	0.00000351849709592	0.00000100528507319
0.00000205816209798	0.00000276787351249	0.00000234204654565	0.00000063873985961	0.00000141942238603	0.00000056776874769
0.00000154341759568	0.00000063139831668	0.00000077170872355	0.00000364807815602	0.00000077170872355	0.00000063139801953
0.00000131780465942	0.00000076293930365	0.00000027743237894	0.00000131780465942	0.00000034679051104	0.00000152587905572
0.00000130299786804	0.00000288031089473	0.00000274315324023	0.00000109726108561	0.00000048005164038	0.00000082294577662
0.00000257703977935	0.00000020345036963	0.00000183105483870	0.00000332302532481	0.00000006781668907	0.00000054253457102
0.00000060364455451	0.00000006707144823	0.00000201214785620	0.00000241457776193	0.00000181093305538	0.00000194507625593
0.00000391421126020	0.00000126050881454	0.00000152587905911	0.00000192393442596	0.00000059708289741	0.00000006634271400
0.00000000000015366	0.00000177198825360	0.00000059066264876	0.00000105006705064	0.00000367523536871	0.00000236265105602
0.00000038958594928	0.00000499968848556	0.00000051944829274	0.00000220765443332	0.00000370106783093	0.00000019479289742
0.00000044973288548	0.00000109220790400	0.00000083521808284	0.00000199167367495	0.00000218441627363	0.00000057822795126
0.00000019073501925	0.00000127156591117	0.00000044504817029	0.00000057220443388	0.00000101725244820	0.00000171661392550
0.00000245399097500	0.00000037753720567	0.00000037753720567	0.00000314614191804	0.00000408998485386	0.00000056630541675
0.00000018684247247	0.00000031140401584	0.00000124561527625	0.00000161930022120	0.00000068508864594	0.00000205526562298
0.00000209615703944	0.00000234276373136	0.00000400735890181	0.00000376075220990	0.00000345249384500	0.00000191120170425
0.00000152587874743	0.00000250244156507	0.00000048828109118	0.00000085449234632	0.00000341796859118	0.00000067138687757
0.00000030215407936	0.00000048344662268	0.00000151077135381	0.00000048344694168	0.00000271938799025	0.00000006043068827
0.00000155579794033	0.00000071806050160	0.00000209434375698	0.00000035903017072	0.00000131644438640	0.00000227385860209
0.00000011851502059	0.00000260732721719	0.00000011851471242	0.00000450356477310	0.00000071108904494	0.00000237029717601
0.00000046950134578	0.00000211275526480	0.00000363863417105	0.00000058687635855	0.00000035212604530	0.00000246488145395
0.00000418526772332	0.00000744047605665	0.00000162760430049	0.00000104631709811	0.00000046502962808	0.00000093005965764
0.00000092128525338	0.00000299417735243	0.00000241837423955	0.00000057580323687	0.00000380030230559	0.00000380030205762
0.00000376478522446	0.00000148309714035	0.00000136901296479	0.00000034225332694	0.00000034225332694	0.00000444929164969
0.00000192147724605	0.00000113028077614	0.00000452112279003	0.00000203450510349	0.00000158239283497	0.00000158239283497
0.00000212783123086	0.00000414367106272	0.00000011199120792	0.00000089592899462	0.00000067194676985	0.00000403168014141
0.00000044389195905	0.00000155362224549	0.00000266335218633	0.00000022194593633	0.00000110973020004	0.00000033291894769
0.00000000000007743	0.00000021994643158	0.00000065983944960	0.00000329919771256	0.00000263935803068	0.00000164959874014
0.00000337873179522	0.00000098092208540	0.00000054495668361	0.00000021798263227	0.00000566755015460	0.00000283377518023
0.00000043210724092	0.00000162040231836	0.00000162040243828	0.00000162040231836	0.00000140434878784	0.00000194448291394
0.00000010707927295	0.00000085663382339	0.00000289113903172	0.00000299821825321	0.00000396193114372	0.00000149910904942
0.00000191066571777	0.00000318444289168	0.00000137992531484	0.00000275985050038	0.00000095533283733	0.00000212296199962
0.00000547211749179	0.00000336745686166	0.00000168372848317	0.00000273605876334	0.00000220989362325	0.00000263082573532
0.00000125200323195	0.00000313000803964	0.00000052166802896	0.00000208667203537	0.00000406901044348	0.00000344300878728
0.00000279313425018	0.00000165519065908	0.00000051724706798	0.00000300003312270	0.00000237933661846	0.00000062069648535
0.00000092322086192	0.00000143612133461	0.00000441094407621	0.00000461610426528	0.00000246192227999	0.00000297482273051
0.00000010172526383	0.00000101725260758	0.00000528971353826	0.00000203450521174	0.00000213623046534	0.00000254313150701
0.00000100884555372	0.00000353095944835	0.00000110973010950	0.00000686014979752	0.00000191680656405	0.00000181592200827
